date,close,high,low,open,volume
1987-09-01,170.8099976,170.9499969,166.6900024,167.4400024,2627700000
1987-10-01,118.2600021,172.6199951,105.4599991,170.8200073,6094500000
1987-11-01,111.6999969,122.0500031,110.5599976,118.2699966,3589520000
1987-12-01,120.4199982,121.5899963,106.1600037,111.6900024,3926750000
1988-01-01,125.2399979,128.1900024,120.4300003,120.4300003,3494700000
1988-02-01,136.1000061,137.6900024,124.9400024,125.2399979,3693240000
1988-03-01,142.1499939,143.3800049,136.0700073,136.1000061,4052970000
1988-04-01,145.0099945,145.4600067,139.5700073,142.1399994,3260760000
1988-05-01,141.3699951,145.5299988,136.2899933,145.0099945,3231370000
1988-06-01,151.3000031,151.3000031,141.3699951,141.3699951,4306710000
1988-07-01,149.8899994,151.6999969,148.4100037,151.2899933,3338470000
1988-08-01,145.7400055,150.8800049,143.8000031,149.8800049,3327470000
1988-09-01,149.0899963,149.0899963,144.2899933,145.7400055,3059450000
1988-10-01,147.25,149.1900024,146.5099945,149.0899963,3415150000
1988-11-01,142.0099945,147.2799988,139.4900055,147.2599945,2822820000
1988-12-01,147.3699951,147.3699951,141.9299927,142.0200043,2844900000
1989-01-01,153.8500061,153.8500061,146.3300018,147.3600006,3532220000
1989-02-01,154.5599976,157.2700043,153.6199951,153.8399963,3216280000
1989-03-01,157.8999939,159.2799988,154.5599976,154.5599976,3504530000
1989-04-01,164.6799927,164.6900024,157.7400055,157.8899994,3237250000
1989-05-01,171.5299988,171.5299988,163.9299927,164.6799927,3747320000
1989-06-01,167.4199982,173.5,166.1100006,171.5299988,3966590000
1989-07-01,174.5,174.5,167.1600037,167.4400024,3249030000
1989-08-01,178.1999969,178.1999969,173.8699951,174.5099945,3949100000
1989-09-01,178.2100067,179.4700012,175.6900024,178.2100067,3035020000
1989-10-01,167.4700012,180.9499969,165.6100006,178.2100067,4012670000
1989-11-01,168.1699982,169.9900055,165.2700043,167.4600067,3032160000
1989-12-01,168.3099976,169.0599976,162.5,168.1900024,3213420000
1990-01-01,153.2700043,170.8000031,152.4400024,168.3099976,3793250000
1990-02-01,157.7200012,160.3500061,153.2700043,153.2700043,2961970000
1990-03-01,163.6300049,164.8399963,157.3899994,157.7100067,3283280000
1990-04-01,158.0899963,163.6699982,157.4100037,163.6300049,2801220000
1990-05-01,168.9100037,169.1100006,158.0899963,158.0899963,3596680000
1990-06-01,169.1199951,171.0800018,166.5299988,168.9100037,3226280000
1990-07-01,161.5099945,170.4700012,161.2200012,169.1199951,3370320000
1990-08-01,139.5099945,161.6499939,132.7400055,161.5,4014260000
1990-09-01,126.6999969,141.0200043,124.4499969,139.5,2685400000
1990-10-01,118.8300018,129.9600067,118.5100021,126.7399979,3670600000
1990-11-01,127.5100021,127.5199966,118.4499969,118.8499985,3148240000
1990-12-01,132.1999969,132.7700043,127.5,127.5,3116710000
1991-01-01,144.1699982,144.1699982,124.5199966,132.1900024,3659100000
1991-02-01,160,160.0099945,144.0899963,144.1499939,4297640000
1991-03-01,171.0099945,171.0099945,159.3200073,160,3926860000
1991-04-01,170.6100006,178.7899933,169.7100067,171.0200043,4015890000
1991-05-01,178.3399963,178.3399963,169.1900024,170.5899963,3747420000
1991-06-01,167.6100006,178.9400024,166.6600037,178.3300018,3243080000
1991-07-01,172.7599945,172.9700012,166.1799927,167.6199951,3466100000
1991-08-01,179.1100006,179.1100006,166.4900055,172.7599945,3749110000
1991-09-01,180.1600037,180.1600037,175.2899933,179.0899963,3241630000
1991-10-01,185,185,175.6100006,180.1499939,4066550000
1991-11-01,176.3699951,188.3399963,174.8899994,184.9700012,3718510000
1991-12-01,189.9400024,189.9400024,174.4299927,176.3699951,4148300000
1992-01-01,205.1600037,206.0099945,187.9199982,189.9499969,5245110000
1992-02-01,211.1499939,213,205.1600037,205.1600037,4243890000
1992-03-01,203.6999969,212.2599945,202.3200073,211.1699982,4047510000
1992-04-01,196.2599945,203.6999969,191.0599976,203.6999969,4302390000
1992-05-01,198.5200043,200.8399963,190.8500061,196.2700043,3626650000
1992-06-01,188.5800018,200.2100067,185.7299957,198.5200043,4209090000
1992-07-01,194.7400055,194.75,185.3200073,188.5700073,4250080000
1992-08-01,188.7899933,195.8600006,186.0099945,194.7299957,3642730000
1992-09-01,192.9100037,194.7299957,188.5299988,188.8200073,3996530000
1992-10-01,198.9100037,198.9100037,183.3999939,192.9100037,4470560000
1992-11-01,213.8099976,213.8099976,198.6000061,198.9100037,4133760000
1992-12-01,221.0099945,221.0099945,212.5599976,213.8099976,4829060000
1993-01-01,228.1000061,230.6900024,219.1999969,221.0200043,5252750000
1993-02-01,222.4100037,232.4499969,216.4299927,228.0899963,5357080000
1993-03-01,229.2100067,230.8000031,222.25,222.4100037,5663860000
1993-04-01,222.6799927,229.2899933,218.3999939,229.2100067,5781330000
1993-05-01,232.1900024,232.9299927,222.3699951,222.6799927,5097190000
1993-06-01,233.3500061,234.3300018,226.5200043,232.1900024,5528060000
1993-07-01,236.4600067,237.9100037,233.0200043,233.3500061,5291510000
1993-08-01,246.1699982,246.1699982,236.3399963,236.4199982,5484630000
1993-09-01,252.9499969,252.9499969,242.1499939,246.1900024,5532330000
1993-10-01,259.1799927,260.4100037,252.3000031,252.9499969,5941070000
1993-11-01,250.4100037,260.1700134,246.6600037,259.1799927,5887230000
1993-12-01,258.5899963,258.5899963,249.3300018,250.4100037,5791630000
1994-01-01,266.519989,266.730011,256.0299988,258.5799866,6630060000
1994-02-01,265.5299988,267.75,258.8099976,266.519989,5852020000
1994-03-01,251.0599976,271.0799866,247.8800049,265.5299988,7249580000
1994-04-01,252.5500031,256.0100098,241.9499969,251.0599976,5734030000
1994-05-01,249.2799988,255,242.3899994,252.5500031,5677520000
1994-06-01,240.2899933,253.3899994,238.2200012,249.2799988,5849830000
1994-07-01,244.0599976,245.9799957,239.9100037,240.3000031,4978990000
1994-08-01,257.3200073,257.3200073,241.7799988,241.7799988,6405540000
1994-09-01,256.1199951,260.2900085,252.3200073,257.3200073,6157520000
1994-10-01,255.0200043,256.4400024,247.9700012,256.1199951,6350900000
1994-11-01,244.25,255.0399933,238.8999939,255.0200043,6263410000
1994-12-01,250.3600006,250.3600006,233.8899994,244.25,6353990000
1995-01-01,246.8500061,253.1300049,246.3800049,250.3600006,6859170000
1995-02-01,256.5700073,257.5,246.8500061,246.8500061,6336530000
1995-03-01,260.769989,261.5499878,253.6900024,256.5700073,7835090000
1995-04-01,266.1700134,266.1799927,259.6199951,260.6000061,6310910000
1995-05-01,270.25,273.8500061,264.5899963,266.2000122,7560450000
1995-06-01,283.6300049,284.3999939,270.230011,270.25,7553110000
1995-07-01,299.7200012,299.7200012,283.1900024,283.6300049,7303150000
1995-08-01,305.3099976,305.5100098,295.2099915,299.730011,7148810000
1995-09-01,310.3800049,316.980011,303.8900146,305.3099976,7052830000
1995-10-01,296.25,310.3800049,291.2600098,310.3800049,8047490000
1995-11-01,308.5799866,308.5799866,295.6799927,296.25,7608370000
1995-12-01,315.9700012,316.0100098,303.3800049,308.5799866,7699480000
1996-01-01,315.3800049,316.8900146,299.4500122,315.9700012,9188050000
1996-02-01,324.9299927,326.4500122,315.1900024,315.3800049,8763020000
1996-03-01,330.769989,331.519989,318.3299866,324.9299927,8984200000
1996-04-01,348.2799988,348.5799866,328.3299866,330.769989,8876670000
1996-05-01,361.8500061,364.9599915,341.3399963,348.2799988,8921140000
1996-06-01,346.6099854,364.3399963,339.2799988,361.8500061,7928700000
1996-07-01,316,347.8299866,303.0400085,346.6099854,8215250000
1996-08-01,333.8800049,335.6199951,316,316,7380330000
1996-09-01,346.3900146,346.5400085,330.4200134,333.8800049,8069760000
1996-10-01,340.5700073,350.4299927,337.7099915,346.3900146,9709340000
1996-11-01,354.1099854,354.2900085,338.8999939,340.5700073,8907810000
1996-12-01,362.6099854,362.6099854,348.4500122,354.1099854,9089170000
1997-01-01,369.4500122,373.1700134,357.6099854,362.6099854,11633910000
1997-02-01,360.0499878,370.6499939,358.4100037,369.4500122,9718460000
1997-03-01,342.5599976,367.8699951,342.4899902,360.0499878,10030610000
1997-04-01,343,347.5899963,335.1799927,342.5700073,10461640000
1997-05-01,380.7600098,380.7600098,342.9899902,343,10106660000
1997-06-01,396.3699951,396.9899902,380.5899963,380.7600098,10857950000
1997-07-01,414.480011,414.6400146,392.9899902,396.3699951,11958120000
1997-08-01,423.4299927,423.8200073,406.1700134,414.480011,10606100000
1997-09-01,453.8200073,453.8200073,423.4299927,423.4299927,11383000000
1997-10-01,433.2600098,466.2099915,405.3699951,454.4200134,14017260000
1997-11-01,429.9200134,444.9299927,418.8299866,433.2600098,10173620000
1997-12-01,437.019989,442.0299988,412.6799927,429.9200134,11958880000
1998-01-01,430.0499878,438.1700134,404.8599854,437.019989,12733830000
1998-02-01,461.8299866,462.4200134,430.0499878,430.0499878,11656550000
1998-03-01,480.6799927,480.6799927,456.0799866,461.8299866,13719590000
1998-04-01,482.8900146,492.2799988,466.0299988,480.6799927,13656060000
1998-05-01,456.6199951,487.5400085,445.6000061,482.8900146,11477140000
1998-06-01,457.3900146,457.6600037,433.6600037,456.6199951,13551970000
1998-07-01,419.75,464.3299866,419.75,457.3900146,14194800000
1998-08-01,337.9500122,420.1799927,337.8399963,419.75,15071550000
1998-09-01,363.5899963,376.9700012,335.8699951,337.9500122,16714080000
1998-10-01,378.1600037,379.230011,303.8699951,363.5899963,18001650000
1998-11-01,397.75,403.1400146,378.1600037,378.1600037,13451280000
1998-12-01,421.9599915,421.980011,387.6099854,397.75,15181450000
1999-01-01,427.2200012,435.2999878,412.6400146,421.9599915,16213500000
1999-02-01,392.2600098,429.1300049,388.5799866,427.2200012,14555860000
1999-03-01,397.6300049,403.3699951,381.9599915,392.2399902,18002500000
1999-04-01,432.8099976,437.6900024,396.2900085,397.6300049,18523200000
1999-05-01,438.6799927,452.5,426.0400085,432.8099976,15880260000
1999-06-01,457.6799927,460.2099915,431.0400085,438.6799927,16079170000
1999-07-01,444.769989,465.7999878,439.7999878,457.6799927,15332930000
1999-08-01,427.8299866,445.5100098,417.0700073,444.769989,15818550000
1999-09-01,427.2999878,441.4100037,414.2000122,427.8299866,16438700000
1999-10-01,428.6400146,430.7200012,406.3299866,427.2999878,18832000000
1999-11-01,454.0799866,463.2000122,428.6400146,428.6400146,18384820000
1999-12-01,504.75,504.75,451.8099976,454.0799866,19640690000
2000-01-01,496.230011,540.5999756,467.5599976,504.7600098,21494400000
2000-02-01,577.710022,577.7199707,492.6499939,496.230011,20912000000
2000-03-01,539.0900269,614.1599731,524.2700195,577.710022,26156200000
2000-04-01,506.25,545.9000244,441.5599976,539.0200195,20106460000
