"year","month","date","close","high","low","open","volume"
"2010",Apr,"2010-04-01",1180.1,1181.3,1111.3,1125.1,10917
"2010",May,"2010-05-01",1212.2,1246.5,1159.2,1178.6,361661
"2010",Jun,"2010-06-01",1245.5,1264.8,1196.9,1224.8,16703
"2010",Jul,"2010-07-01",1181.7,1242.4,1158.0,1206.3,267525
"2010",Sep,"2010-09-01",1307.8,1315.2,1240.0,1246.3,33200
"2010",Oct,"2010-10-01",1357.1,1383.9,1309.0,1309.0,3190
"2010",Nov,"2010-11-01",1385.0,1423.2,1327.5,1360.3,245327
"2010",Dec,"2010-12-01",1421.1,1431.1,1362.5,1386.8,16511
"2011",Jan,"2011-01-01",1333.8,1423.9,1307.7,1415.6,299379
"2011",Feb,"2011-02-01",1409.3,1415.7,1324.9,1333.1,14468
"2011",Mar,"2011-03-01",1438.9,1446.9,1385.5,1415.3,194338
"2011",Apr,"2011-04-01",1556.0,1568.7,1413.0,1433.4,15801
"2011",Jun,"2011-06-01",1502.3,1558.5,1490.7,1535.7,15027
"2011",Jul,"2011-07-01",1628.3,1634.9,1480.0,1502.2,309932
"2011",Aug,"2011-08-01",1828.5,1909.3,1607.0,1623.0,25647
"2011",Sep,"2011-09-01",1620.4,1911.6,1562.4,1825.8,31848
"2011",Oct,"2011-10-01",1724.2,1752.0,1596.6,1627.8,2715
"2011",Nov,"2011-11-01",1745.5,1798.4,1674.4,1706.7,257009
"2011",Dec,"2011-12-01",1565.8,1762.9,1525.0,1747.0,11311
"2012",Feb,"2012-02-01",1709.9,1790.4,1669.0,1738.2,9587
"2012",Mar,"2012-03-01",1669.3,1724.6,1633.8,1698.6,254540
"2012",May,"2012-05-01",1562.6,1670.5,1528.5,1665.0,345507
"2012",Jun,"2012-06-01",1603.5,1639.7,1545.5,1560.0,11162
"2012",Aug,"2012-08-01",1684.6,1690.0,1583.1,1613.4,11783
"2012",Sep,"2012-09-01",1771.1,1785.3,1687.7,1689.1,25557
"2012",Oct,"2012-10-01",1717.5,1794.8,1698.6,1766.0,2741
"2012",Nov,"2012-11-01",1710.9,1751.3,1674.1,1722.3,345777
"2012",Dec,"2012-12-01",1674.8,1722.3,1635.8,1714.9,7061
"2013",Jan,"2013-01-01",1660.6,1694.7,1625.7,1672.8,197723
"2013",Feb,"2013-02-01",1577.7,1683.4,1555.2,1663.9,11784
"2013",Mar,"2013-03-01",1594.8,1613.8,1561.8,1579.6,223847
"2013",Apr,"2013-04-01",1472.2,1602.6,1323.0,1596.8,14648
"2013",May,"2013-05-01",1392.6,1487.1,1342.9,1475.8,222108
"2013",Jun,"2013-06-01",1223.8,1422.7,1183.2,1389.1,12739
"2013",Jul,"2013-07-01",1312.4,1343.5,1208.9,1234.7,186170
"2013",Aug,"2013-08-01",1396.1,1428.0,1274.0,1323.0,10507
"2013",Oct,"2013-10-01",1323.6,1359.7,1254.1,1328.0,2723
"2013",Nov,"2013-11-01",1250.6,1325.7,1229.0,1325.7,270667
"2014",Jan,"2014-01-01",1240.1,1269.4,1204.3,1204.3,189701
"2014",Feb,"2014-02-01",1321.4,1343.9,1241.2,1242.4,11943
"2014",Mar,"2014-03-01",1283.4,1391.4,1282.4,1335.9,255794
"2014",Apr,"2014-04-01",1295.6,1330.0,1272.4,1285.1,8265
"2014",May,"2014-05-01",1245.6,1314.2,1241.8,1288.7,211143
"2014",Jul,"2014-07-01",1281.3,1343.7,1280.6,1326.7,224607
"2014",Aug,"2014-08-01",1285.8,1321.4,1272.0,1284.1,9633
"2014",Sep,"2014-09-01",1210.5,1286.4,1204.0,1284.5,27705
"2014",Oct,"2014-10-01",1171.1,1251.0,1161.4,1207.7,4510
"2014",Nov,"2014-11-01",1175.2,1202.4,1133.0,1166.4,299410
"2014",Dec,"2014-12-01",1183.9,1238.0,1141.7,1160.0,11140
"2015",Jan,"2015-01-01",1278.5,1303.5,1169.5,1184.0,258615
