"year","month","date","close","high","low","open","volume"
"2017","12","2017-12-01",14470.0,20650.0,12265.0,20650.0,8387
"2018","01","2018-01-01",10000.0,16845.0,9225.0,13955.0,22716
"2018","02","2018-02-01",10645.0,11760.0,5970.0,10020.0,23756
"2018","03","2018-03-01",7389.91,11700.0,7345.0,10450.0,49470
"2018","05","2018-05-01",7545.0,9840.0,7050.0,9285.0,80338
"2018","06","2018-06-01",5885.88,7900.0,5805.0,7550.0,56977
"2018","08","2018-08-01",6925.56,7760.0,5850.0,7695.0,115853
"2018","09","2018-09-01",6647.8,7410.0,6035.0,7305.0,56354
"2018","10","2018-10-01",6295.0,6770.0,6030.0,6560.0,50636
"2018","11","2018-11-01",3953.0,6545.0,3515.0,6295.0,113117
"2018","12","2018-12-01",3650.0,4265.0,3120.0,4090.0,72126
"2019","01","2019-01-01",3395.0,4095.0,3300.0,3720.0,82257
"2019","02","2019-02-01",3790.0,3985.0,3310.0,3385.0,92265
"2019","03","2019-03-01",4079.36,4100.0,3655.0,3785.0,67674
"2019","04","2019-04-01",5230.0,5665.0,4040.0,4090.0,193182
"2019","05","2019-05-01",8414.18,9125.0,5250.0,5250.0,276012
"2019","06","2019-06-01",11763.79,13915.0,7435.0,8730.0,142786
"2019","07","2019-07-01",10115.0,13480.0,9095.0,11505.0,132168
"2019","08","2019-08-01",9583.96,12505.0,9305.0,10160.0,86163
"2019","10","2019-10-01",9305.0,10050.0,7245.0,8360.0,82618
"2019","11","2019-11-01",7775.69,9790.0,6510.0,9230.0,90733
"2020","01","2020-01-01",9277.63,9570.0,6860.0,7225.0,208779
"2020","02","2020-02-01",8662.99,10670.0,8430.0,9495.0,175388
"2020","04","2020-04-01",8930.0,9560.0,6155.0,6455.0,104713
"2020","05","2020-05-01",9443.43,10220.0,8220.0,8850.0,144817
"2020","06","2020-06-01",9185.0,10565.0,8930.0,9530.0,109535
"2020","07","2020-07-01",11207.51,11540.0,8950.0,9200.0,125950
"2020","08","2020-08-01",11835.0,12635.0,11115.0,11350.0,172448
"2020","09","2020-09-01",10770.0,12200.0,9850.0,11755.0,173283
"2020","10","2020-10-01",13478.63,13870.0,10410.0,10835.0,130528
"2020","12","2020-12-01",29385.0,29700.0,17575.0,19800.0,198047
"2021","01","2021-01-01",37242.3,42730.0,28440.0,33405.0,252985
"2021","02","2021-02-01",47001.63,57790.0,32530.0,33315.0,186982
"2021","03","2021-03-01",59285.0,61255.0,45150.0,45500.0,177349
"2021","04","2021-04-01",56127.49,65520.0,47395.0,59580.0,151893
"2021","05","2021-05-01",36841.35,59900.0,30205.0,56985.0,188604
"2021","06","2021-06-01",34725.0,41335.0,28800.0,35905.0,147222
"2021","07","2021-07-01",39020.92,40940.0,29215.0,34765.0,118955
"2021","09","2021-09-01",43615.0,53125.0,40085.0,46940.0,125362
"2021","10","2021-10-01",61149.26,67680.0,43330.0,43735.0,190852
"2021","11","2021-11-01",57780.0,69355.0,53625.0,61995.0,159527
"2021","12","2021-12-01",47977.03,59545.0,45415.0,57660.0,131364
"2022","01","2022-01-01",38485.0,47660.0,32855.0,47120.0,149909
"2022","02","2022-02-01",42000.0,45905.0,34295.0,38450.0,141283
"2022","03","2022-03-01",45735.0,48475.0,37180.0,43100.0,143199
"2022","04","2022-04-01",38997.34,47610.0,37665.0,45865.0,116056
"2022","06","2022-06-01",18760.0,32020.0,18525.0,31700.0,220826
"2022","07","2022-07-01",24082.45,24490.0,18630.0,18700.0,194704
"2022","08","2022-08-01",20065.0,25270.0,19345.0,23655.0,179704
"2022","09","2022-09-01",19698.6,22875.0,18085.0,20130.0,230502
"2022","10","2022-10-01",20380.0,21055.0,17810.0,19190.0,228135
"2022","11","2022-11-01",17080.0,21400.0,14925.0,20430.0,240297
"2022","12","2022-12-01",16498.08,18420.0,16055.0,17190.0,123593
"2023","02","2023-02-01",23410.0,25345.0,21380.0,23335.0,188755
"2023","03","2023-03-01",28476.5,29220.0,19520.0,23275.0,237476
"2023","04","2023-04-01",29177.47,31200.0,26980.0,28540.0,144510
"2023","05","2023-05-01",27075.0,29910.0,25805.0,29615.0,178522
"2023","06","2023-06-01",30128.51,31655.0,24745.0,27185.0,214992
"2023","07","2023-07-01",29285.0,32165.0,28810.0,30850.0,165421
"2023","08","2023-08-01",26240.0,30275.0,25585.0,29400.0,190874
"2023","09","2023-09-01",26869.69,27620.0,24925.0,26070.0,144210
"2023","11","2023-11-01",38190.0,39250.0,34310.0,34865.0,229129
"2023","12","2023-12-01",42679.74,45260.0,38045.0,38150.0,181400
"2024","01","2024-01-01",42815.0,49435.0,38540.0,43965.0,283735
"2024","02","2024-02-01",62760.0,64990.0,42100.0,42930.0,217553
"2024","03","2024-03-01",71296.17,74415.0,60120.0,62005.0,255080
"2024","04","2024-04-01",59400.0,73380.0,59300.0,71500.0,224665
"2024","05","2024-05-01",67633.73,72360.0,56910.0,60345.0,188178
"2024","06","2024-06-01",61024.23,72660.0,58410.0,68200.0,171196
"2024","07","2024-07-01",65685.0,70825.0,53635.0,62085.0,220878
"2024","08","2024-08-01",59165.64,66065.0,49365.0,65365.0,250529
"2024","10","2024-10-01",70465.0,74485.0,58945.0,64040.0,231714
"2024","11","2024-11-01",98339.76,100170.0,67140.0,70885.0,314150
"2025","01","2025-01-01",105260.4,110150.0,89525.0,95270.0,311183
"2025","02","2025-02-01",83592.75,102875.0,78330.0,98445.0,258719
"2025","03","2025-03-01",82710.0,95705.0,76735.0,95000.0,221674
"2025","04","2025-04-01",94695.0,96470.0,74635.0,82805.0,242371
