"year","month","date","close","high","low","open","volume"
"2008",Mar,"2008-03-01",2279.1,2346.78,2155.42,2271.26,"44966440000"
"2008",Apr,"2008-04-01",2412.8,2451.19,2266.29,2306.51,"42726250000"
"2008",May,"2008-05-01",2522.66,2551.47,2416.49,2416.49,"42783110000"
"2008",Jun,"2008-06-01",2292.98,2549.94,2290.59,2514.82,"45968100000"
"2008",Jul,"2008-07-01",2325.55,2353.39,2167.29,2274.24,"50672460000"
"2008",Aug,"2008-08-01",2367.52,2473.2,2280.93,2326.83,"39482890000"
"2008",Sep,"2008-09-01",2091.88,2413.11,1983.73,2402.11,"51722940000"
"2008",Oct,"2008-10-01",1720.95,2083.2,1493.79,2075.1,"62537120000"
"2008",Nov,"2008-11-01",1535.57,1785.84,1295.48,1718.89,"41933210000"
"2008",Dec,"2008-12-01",1577.03,1602.92,1398.07,1496.09,"39619890000"
"2009",Jan,"2009-01-01",1476.42,1665.63,1434.08,1578.87,"39995600000"
"2009",Feb,"2009-02-01",1377.84,1598.5,1372.42,1460.85,"42380620000"
"2009",Mar,"2009-03-01",1528.59,1587.0,1265.52,1356.13,"49480930000"
"2009",Apr,"2009-04-01",1717.3,1753.61,1498.54,1504.87,"48683640000"
"2009",May,"2009-05-01",1774.33,1774.33,1664.19,1719.29,"47352030000"
"2009",Jun,"2009-06-01",1835.04,1879.92,1753.78,1796.09,"51881250000"
"2009",Jul,"2009-07-01",1978.5,2009.81,1727.05,1846.12,"47084360000"
"2009",Aug,"2009-08-01",2009.06,2059.48,1929.64,1998.35,"44011670000"
"2009",Sep,"2009-09-01",2122.42,2167.7,1958.04,2001.3,"49652910000"
"2009",Oct,"2009-10-01",2045.11,2190.64,2040.21,2111.77,"50489640000"
"2009",Nov,"2009-11-01",2144.6,2205.32,2024.27,2047.42,"38877300000"
"2009",Dec,"2009-12-01",2269.15,2295.8,2155.96,2162.23,"39269070000"
"2010",Jan,"2010-01-01",2147.35,2326.28,2140.34,2294.41,"45625830000"
"2010",Feb,"2010-02-01",2238.26,2251.68,2100.17,2155.81,"42835360000"
"2010",Mar,"2010-03-01",2397.96,2432.25,2247.33,2247.4,"54955550000"
"2010",Apr,"2010-04-01",2461.19,2535.28,2383.77,2411.68,"54528540000"
"2010",May,"2010-05-01",2257.04,2503.0,2140.53,2472.32,"57203120000"
